변환,원자료,원자료,원자료
"2011/08/24","3.59","3.840","4.190"
"2011/08/25","3.59","3.840","4.190"
"2011/08/26","3.59","3.870","4.210"
"2011/08/29","3.59","3.880","4.240"
"2011/08/30","3.59","3.840","4.220"
"2011/08/31","3.59","3.860","4.230"
"2011/09/01","3.59","3.810","4.200"
"2011/09/02","3.59","3.790","4.200"
"2011/09/05","3.58","3.630","4.130"
"2011/09/06","3.58","3.630","4.130"
"2011/09/07","3.58","3.700","4.240"
"2011/09/08","3.58","3.640","4.180"
"2011/09/09","3.58","3.600","4.150"
"2011/09/14","3.58","3.550","4.100"
"2011/09/15","3.58","3.620","4.170"
"2011/09/16","3.58","3.680","4.200"
"2011/09/19","3.58","3.790","4.310"
"2011/09/20","3.58","3.820","4.290"
"2011/09/21","3.58","3.860","4.300"
"2011/09/22","3.58","3.820","4.290"
"2011/09/23","3.58","3.760","4.250"
"2011/09/26","3.58","3.840","4.310"
"2011/09/27","3.58","3.810","4.270"
"2011/09/28","3.58","3.880","4.340"
"2011/09/29","3.58","3.900","4.360"
"2011/09/30","3.58","3.950","4.360"
"2011/10/04","3.58","3.800","4.280"
"2011/10/05","3.58","3.780","4.260"
"2011/10/06","3.58","3.810","4.250"
"2011/10/07","3.58","3.830","4.250"
"2011/10/10","3.58","3.850","4.300"
"2011/10/11","3.58","3.860","4.300"
"2011/10/12","3.58","3.810","4.240"
"2011/10/13","3.58","3.780","4.220"
"2011/10/14","3.58","3.770","4.230"
"2011/10/17","3.58","3.840","4.280"
"2011/10/18","3.57","3.840","4.270"
"2011/10/19","3.57","3.850","4.270"
"2011/10/20","3.57","3.850","4.260"
"2011/10/21","3.57","3.900","4.310"
"2011/10/24","3.57","3.940","4.360"
"2011/10/25","3.57","3.940","4.360"
"2011/10/26","3.57","3.920","4.330"
"2011/10/27","3.57","3.930","4.360"
"2011/10/28","3.57","3.930","4.380"
"2011/10/31","3.57","3.870","4.350"
"2011/11/01","3.57","3.850","4.320"
"2011/11/02","3.57","3.840","4.310"
"2011/11/03","3.57","3.810","4.270"
"2011/11/04","3.57","3.830","4.270"
"2011/11/07","3.57","3.830","4.250"
"2011/11/08","3.57","3.790","4.240"
"2011/11/09","3.57","3.780","4.230"
"2011/11/10","3.57","3.760","4.180"
"2011/11/11","3.57","3.790","4.230"
"2011/11/14","3.57","3.840","4.250"
"2011/11/15","3.57","3.810","4.220"
"2011/11/16","3.57","3.790","4.200"
"2011/11/17","3.55","3.820","4.230"
"2011/11/18","3.55","3.810","4.210"
"2011/11/21","3.55","3.800","4.220"
"2011/11/22","3.55","3.790","4.240"
"2011/11/23","3.55","3.760","4.210"
"2011/11/24","3.55","3.760","4.230"
"2011/11/25","3.55","3.800","4.260"
"2011/11/28","3.55","3.810","4.280"
"2011/11/29","3.55","3.820","4.270"
"2011/11/30","3.55","3.770","4.220"
"2011/12/01","3.55","3.800","4.230"
"2011/12/02","3.55","3.790","4.230"
"2011/12/05","3.55","3.790","4.230"
"2011/12/06","3.55","3.790","4.230"
"2011/12/07","3.55","3.790","4.220"
"2011/12/08","3.55","3.790","4.240"
"2011/12/09","3.55","3.790","4.240"
"2011/12/12","3.55","3.810","4.250"
"2011/12/13","3.55","3.800","4.240"
"2011/12/14","3.55","3.790","4.230"
"2011/12/15","3.55","3.780","4.220"
"2011/12/16","3.55","3.790","4.220"
"2011/12/19","3.55","3.880","4.310"
"2011/12/20","3.55","3.830","4.270"
"2011/12/21","3.55","3.830","4.250"
"2011/12/22","3.55","3.830","4.250"
"2011/12/23","3.55","3.840","4.260"
"2011/12/26","3.55","3.850","4.270"
"2011/12/27","3.55","3.850","4.270"
"2011/12/28","3.55","3.850","4.270"
"2011/12/29","3.55","3.790","4.210"
"2011/12/30","3.55","3.790","4.210"
"2012/01/02","3.56","3.790","4.210"
"2012/01/03","3.56","3.800","4.220"
"2012/01/04","3.56","3.800","4.220"
"2012/01/05","3.56","3.790","4.210"
"2012/01/06","3.56","3.790","4.220"
"2012/01/09","3.56","3.790","4.250"
"2012/01/10","3.56","3.790","4.250"
"2012/01/11","3.56","3.790","4.250"
"2012/01/12","3.56","3.790","4.250"
"2012/01/13","3.56","3.790","4.240"
"2012/01/16","3.56","3.790","4.220"
"2012/01/17","3.56","3.810","4.240"
"2012/01/18","3.55","3.800","4.240"
"2012/01/19","3.54","3.790","4.250"
"2012/01/20","3.54","3.820","4.270"
"2012/01/25","3.54","3.820","4.290"
"2012/01/26","3.54","3.820","4.270"
"2012/01/27","3.54","3.800","4.250"
"2012/01/30","3.54","3.770","4.230"
"2012/01/31","3.54","3.770","4.240"
"2012/02/01","3.54","3.760","4.230"
"2012/02/02","3.54","3.770","4.240"
"2012/02/03","3.53","3.770","4.240"
"2012/02/06","3.53","3.780","4.250"
"2012/02/07","3.53","3.800","4.240"
"2012/02/08","3.53","3.820","4.260"
"2012/02/09","3.52","3.820","4.260"
"2012/02/10","3.52","3.810","4.250"
"2012/02/13","3.52","3.830","4.270"
"2012/02/14","3.52","3.820","4.250"
"2012/02/15","3.52","3.830","4.260"
"2012/02/16","3.52","3.810","4.240"
"2012/02/17","3.52","3.830","4.250"
"2012/02/20","3.52","3.850","4.270"
"2012/02/21","3.52","3.850","4.270"
"2012/02/22","3.52","3.850","4.270"
"2012/02/23","3.52","3.830","4.250"
"2012/02/24","3.52","3.830","4.260"
"2012/02/27","3.52","3.820","4.250"
"2012/02/28","3.53","3.800","4.230"
"2012/02/29","3.54","3.820","4.260"
"2012/03/02","3.54","3.850","4.290"
"2012/03/05","3.54","3.880","4.320"
"2012/03/06","3.54","3.880","4.310"
"2012/03/07","3.54","3.900","4.310"
"2012/03/08","3.54","3.870","4.290"
"2012/03/09","3.54","3.870","4.300"
"2012/03/12","3.54","3.850","4.280"
"2012/03/13","3.54","3.850","4.280"
"2012/03/14","3.54","3.890","4.320"
"2012/03/15","3.54","3.950","4.370"
"2012/03/16","3.54","3.970","4.390"
"2012/03/19","3.54","4.010","4.410"
"2012/03/20","3.54","4.010","4.400"
"2012/03/21","3.54","4.050","4.430"
"2012/03/22","3.54","4.070","4.430"
"2012/03/23","3.54","4.070","4.440"
"2012/03/26","3.55","4.040","4.420"
"2012/03/27","3.55","4.040","4.430"
"2012/03/28","3.55","4.000","4.390"
"2012/03/29","3.55","3.990","4.370"
"2012/03/30","3.55","3.960","4.350"
"2012/04/02","3.55","3.990","4.380"
"2012/04/03","3.55","3.960","4.360"
"2012/04/04","3.55","3.970","4.350"
"2012/04/05","3.55","3.980","4.340"
"2012/04/06","3.55","3.950","4.310"
"2012/04/09","3.54","3.910","4.270"
"2012/04/10","3.54","3.910","4.270"
"2012/04/12","3.54","3.910","4.270"
"2012/04/13","3.54","3.900","4.260"
"2012/04/16","3.54","3.880","4.230"
"2012/04/17","3.54","3.870","4.220"
"2012/04/18","3.54","3.880","4.230"
"2012/04/19","3.54","3.880","4.220"
"2012/04/20","3.54","3.850","4.200"
"2012/04/23","3.54","3.860","4.200"
"2012/04/24","3.54","3.860","4.200"
"2012/04/25","3.54","3.880","4.210"
"2012/04/26","3.54","3.870","4.200"
"2012/04/27","3.54","3.830","4.160"
"2012/04/30","3.54","3.810","4.140"
"2012/05/02","3.54","3.820","4.140"
"2012/05/03","3.54","3.800","4.110"
"2012/05/04","3.54","3.790","4.090"
"2012/05/07","3.54","3.750","4.040"
"2012/05/08","3.54","3.770","4.050"
"2012/05/09","3.54","3.760","4.030"
"2012/05/10","3.54","3.790","4.040"
"2012/05/11","3.54","3.750","4.000"
"2012/05/14","3.54","3.750","4.010"
"2012/05/15","3.54","3.740","4.000"
"2012/05/16","3.54","3.730","3.990"
"2012/05/17","3.54","3.740","4.000"
"2012/05/18","3.54","3.710","3.970"
"2012/05/21","3.54","3.740","3.980"
"2012/05/22","3.54","3.740","3.970"
"2012/05/23","3.54","3.730","3.960"
"2012/05/24","3.54","3.730","3.950"
"2012/05/25","3.54","3.730","3.950"
"2012/05/29","3.54","3.740","3.960"
"2012/05/30","3.54","3.730","3.950"
"2012/05/31","3.54","3.690","3.920"
"2012/06/01","3.54","3.640","3.900"
"2012/06/04","3.54","3.570","3.860"
"2012/06/05","3.54","3.620","3.880"
"2012/06/07","3.54","3.650","3.890"
"2012/06/08","3.54","3.570","3.840"
"2012/06/11","3.54","3.660","3.910"
"2012/06/12","3.54","3.620","3.870"
"2012/06/13","3.54","3.640","3.880"
"2012/06/14","3.54","3.640","3.860"
"2012/06/15","3.54","3.640","3.850"
"2012/06/18","3.54","3.670","3.880"
"2012/06/19","3.54","3.650","3.860"
"2012/06/20","3.54","3.670","3.880"
"2012/06/21","3.54","3.660","3.880"
"2012/06/22","3.54","3.640","3.860"
"2012/06/25","3.54","3.630","3.860"
"2012/06/26","3.54","3.630","3.860"
"2012/06/27","3.54","3.610","3.840"
"2012/06/28","3.54","3.580","3.840"
"2012/06/29","3.54","3.620","3.870"
"2012/07/02","3.54","3.610","3.870"
"2012/07/03","3.54","3.580","3.860"
"2012/07/04","3.54","3.570","3.850"
"2012/07/05","3.54","3.560","3.840"
"2012/07/06","3.54","3.540","3.800"
"2012/07/09","3.54","3.520","3.780"
"2012/07/10","3.54","3.530","3.790"
"2012/07/11","3.54","3.510","3.770"
"2012/07/12","3.27","3.290","3.560"
"2012/07/13","3.25","3.270","3.540"
"2012/07/16","3.25","3.240","3.540"
"2012/07/17","3.24","3.200","3.510"
"2012/07/18","3.23","3.160","3.480"
"2012/07/19","3.22","3.180","3.500"
"2012/07/20","3.21","3.150","3.470"
"2012/07/23","3.20","3.060","3.410"
"2012/07/24","3.20","3.070","3.430"
"2012/07/25","3.19","3.010","3.370"
"2012/07/26","3.19","3.040","3.400"
"2012/07/27","3.20","3.130","3.450"
"2012/07/30","3.20","3.130","3.440"
"2012/07/31","3.20","3.140","3.440"
"2012/08/01","3.20","3.140","3.420"
"2012/08/02","3.20","3.100","3.380"
"2012/08/03","3.20","3.030","3.350"
"2012/08/06","3.20","3.030","3.360"
"2012/08/07","3.20","3.030","3.360"
"2012/08/08","3.20","3.010","3.350"
"2012/08/09","3.20","3.060","3.410"
"2012/08/10","3.20","3.040","3.380"
"2012/08/13","3.20","3.060","3.410"
"2012/08/14","3.20","3.110","3.460"
"2012/08/16","3.21","3.210","3.540"
"2012/08/17","3.21","3.190","3.520"
"2012/08/20","3.21","3.210","3.540"
"2012/08/21","3.20","3.160","3.470"
"2012/08/22","3.19","3.160","3.470"
"2012/08/23","3.19","3.120","3.430"
"2012/08/24","3.19","3.080","3.370"
"2012/08/27","3.19","3.060","3.340"
"2012/08/28","3.18","3.060","3.330"
"2012/08/29","3.18","3.030","3.300"
"2012/08/30","3.17","3.030","3.290"
"2012/08/31","3.16","3.020","3.270"
"2012/09/03","3.16","3.000","3.250"
"2012/09/04","3.16","3.020","3.270"
"2012/09/05","3.16","2.980","3.240"
"2012/09/06","3.16","2.990","3.250"
"2012/09/07","3.16","3.060","3.320"
"2012/09/10","3.15","3.040","3.300"
"2012/09/11","3.15","3.010","3.270"
"2012/09/12","3.15","3.020","3.290"
"2012/09/13","3.15","3.070","3.370"
"2012/09/14","3.15","3.080","3.360"
"2012/09/17","3.15","3.130","3.400"
"2012/09/18","3.14","3.090","3.360"
"2012/09/19","3.13","3.120","3.380"
"2012/09/20","3.12","3.050","3.320"
"2012/09/21","3.12","3.070","3.340"
"2012/09/24","3.12","3.050","3.320"
"2012/09/25","3.11","3.040","3.310"
"2012/09/26","3.10","3.030","3.300"
"2012/09/27","3.10","3.050","3.320"
"2012/09/28","3.09","3.020","3.300"
"2012/10/02","3.09","2.970","3.270"
"2012/10/04","3.09","2.950","3.260"
"2012/10/05","3.09","2.950","3.270"
"2012/10/08","3.08","2.960","3.280"
"2012/10/09","3.08","2.960","3.280"
"2012/10/10","3.08","2.910","3.230"
"2012/10/11","2.90","2.920","3.260"
"2012/10/12","2.87","2.950","3.280"
"2012/10/15","2.87","2.940","3.270"
"2012/10/16","2.87","2.960","3.290"
"2012/10/17","2.87","2.980","3.320"
"2012/10/18","2.87","3.020","3.350"
"2012/10/19","2.87","3.020","3.330"
"2012/10/22","2.87","3.040","3.360"
"2012/10/23","2.86","3.020","3.330"
"2012/10/24","2.86","3.010","3.320"
"2012/10/25","2.85","3.010","3.320"
"2012/10/26","2.85","2.980","3.290"
"2012/10/29","2.85","2.980","3.300"
"2012/10/30","2.85","2.980","3.300"
"2012/10/31","2.85","2.960","3.290"
"2012/11/01","2.85","2.960","3.290"
"2012/11/02","2.85","2.970","3.300"
"2012/11/05","2.85","2.990","3.320"
"2012/11/06","2.85","2.990","3.300"
"2012/11/07","2.85","2.990","3.300"
"2012/11/08","2.85","2.960","3.280"
"2012/11/09","2.85","2.980","3.310"
"2012/11/12","2.85","2.980","3.310"
"2012/11/13","2.85","2.960","3.300"
"2012/11/14","2.85","2.970","3.310"
"2012/11/15","2.85","2.970","3.310"
"2012/11/16","2.85","2.960","3.300"
"2012/11/19","2.85","2.980","3.320"
"2012/11/20","2.85","2.990","3.330"
"2012/11/21","2.85","2.990","3.330"
"2012/11/22","2.85","3.010","3.350"
"2012/11/23","2.85","3.030","3.370"
"2012/11/26","2.85","3.020","3.350"
"2012/11/27","2.85","3.040","3.370"
"2012/11/28","2.85","3.020","3.360"
"2012/11/29","2.85","3.020","3.360"
"2012/11/30","2.85","3.030","3.370"
"2012/12/03","2.85","3.030","3.360"
"2012/12/04","2.85","3.040","3.310"
"2012/12/05","2.85","3.080","3.320"
"2012/12/06","2.85","3.070","3.280"
"2012/12/07","2.87","3.060","3.250"
"2012/12/10","2.88","3.090","3.270"
"2012/12/11","2.88","3.090","3.270"
"2012/12/12","2.89","3.100","3.270"
"2012/12/13","2.89","3.140","3.300"
"2012/12/14","2.89","3.150","3.310"
"2012/12/17","2.89","3.160","3.310"
"2012/12/18","2.89","3.190","3.330"
"2012/12/20","2.89","3.200","3.320"
"2012/12/21","2.89","3.180","3.300"
"2012/12/24","2.89","3.210","3.320"
"2012/12/26","2.89","3.240","3.330"
"2012/12/27","2.89","3.210","3.310"
"2012/12/28","2.89","3.160","3.290"
"2012/12/31","2.89","3.160","3.290"
"2013/01/02","2.89","3.190","3.300"
"2013/01/03","2.88","3.130","3.250"
"2013/01/04","2.88","3.130","3.230"
"2013/01/07","2.87","3.100","3.250"
"2013/01/08","2.87","3.050","3.230"
"2013/01/09","2.87","3.050","3.230"
"2013/01/10","2.87","3.020","3.190"
"2013/01/11","2.85","3.050","3.250"
"2013/01/14","2.85","3.040","3.250"
"2013/01/15","2.85","3.010","3.210"
"2013/01/16","2.85","3.020","3.210"
"2013/01/17","2.85","3.000","3.190"
"2013/01/18","2.85","3.020","3.200"
"2013/01/21","2.85","3.020","3.190"
"2013/01/22","2.85","3.020","3.170"
"2013/01/23","2.85","3.010","3.150"
"2013/01/24","2.84","3.000","3.130"
"2013/01/25","2.84","2.990","3.120"
"2013/01/28","2.84","3.030","3.130"
"2013/01/29","2.84","3.040","3.130"
"2013/01/30","2.84","3.100","3.150"
"2013/01/31","2.84","3.100","3.130"
"2013/02/01","2.84","3.120","3.130"
"2013/02/04","2.84","3.110","3.120"
"2013/02/05","2.84","3.080","3.110"
"2013/02/06","2.84","3.070","3.080"
"2013/02/07","2.84","3.060","3.080"
"2013/02/08","2.84","3.060","3.070"
"2013/02/12","2.84","3.040","3.060"
"2013/02/13","2.84","3.080","3.080"
"2013/02/14","2.83","3.090","3.080"
"2013/02/15","2.83","3.080","3.070"
"2013/02/18","2.83","3.060","3.060"
"2013/02/19","2.83","3.030","3.030"
"2013/02/20","2.83","3.040","3.050"
"2013/02/21","2.83","3.020","3.020"
"2013/02/22","2.83","3.020","3.030"
"2013/02/25","2.83","3.020","3.030"
"2013/02/26","2.82","2.980","3.000"
"2013/02/27","2.82","2.930","2.980"
"2013/02/28","2.82","2.940","2.990"
"2013/03/04","2.82","2.940","2.980"
"2013/03/05","2.82","2.930","2.970"
"2013/03/06","2.82","2.960","2.990"
"2013/03/07","2.82","2.990","3.010"
"2013/03/08","2.82","2.990","3.010"
"2013/03/11","2.82","3.000","3.010"
"2013/03/12","2.81","2.950","2.960"
"2013/03/13","2.81","2.960","2.960"
"2013/03/14","2.81","2.950","2.960"
"2013/03/15","2.81","2.930","2.950"
"2013/03/18","2.81","2.900","2.930"
"2013/03/19","2.81","2.880","2.930"
"2013/03/20","2.81","2.900","2.940"
"2013/03/21","2.81","2.890","2.940"
"2013/03/22","2.81","2.870","2.920"
"2013/03/25","2.81","2.880","2.920"
"2013/03/26","2.81","2.880","2.920"
"2013/03/27","2.81","2.860","2.920"
"2013/03/28","2.81","2.730","2.800"
"2013/03/29","2.81","2.800","2.880"
"2013/04/01","2.81","2.810","2.850"
"2013/04/02","2.81","2.800","2.840"
"2013/04/03","2.80","2.780","2.840"
"2013/04/04","2.80","2.790","2.850"
"2013/04/05","2.80","2.760","2.810"
"2013/04/08","2.80","2.770","2.840"
"2013/04/09","2.80","2.790","2.860"
"2013/04/10","2.80","2.790","2.850"
"2013/04/11","2.79","2.910","3.000"
"2013/04/12","2.79","2.960","3.030"
"2013/04/15","2.79","2.970","3.020"
"2013/04/16","2.79","2.900","2.960"
"2013/04/17","2.79","2.900","2.960"
"2013/04/18","2.79","2.860","2.930"
"2013/04/19","2.79","2.870","2.950"
"2013/04/22","2.79","2.870","2.960"
"2013/04/23","2.79","2.850","2.950"
"2013/04/24","2.79","2.850","2.960"
"2013/04/25","2.78","2.820","2.910"
"2013/04/26","2.79","2.800","2.870"
"2013/04/29","2.80","2.810","2.880"
"2013/04/30","2.81","2.770","2.850"
"2013/05/02","2.81","2.730","2.810"
"2013/05/03","2.81","2.740","2.830"
"2013/05/06","2.81","2.810","2.920"
"2013/05/07","2.81","2.800","2.900"
"2013/05/08","2.81","2.820","2.910"
"2013/05/09","2.69","2.840","2.910"
"2013/05/10","2.69","2.870","2.920"
"2013/05/13","2.69","2.890","2.930"
"2013/05/14","2.69","2.870","2.920"
"2013/05/15","2.69","2.880","2.920"
"2013/05/16","2.69","2.890","2.930"
"2013/05/20","2.69","2.920","2.970"
"2013/05/21","2.69","2.920","2.970"
"2013/05/22","2.69","2.930","2.980"
"2013/05/23","2.69","2.930","2.980"
"2013/05/24","2.69","2.940","2.990"
"2013/05/27","2.69","2.920","2.980"
"2013/05/28","2.69","2.940","3.010"
"2013/05/29","2.69","3.040","3.120"
"2013/05/30","2.69","3.050","3.110"
"2013/05/31","2.69","3.120","3.140"
"2013/06/03","2.69","3.120","3.130"
"2013/06/04","2.69","3.130","3.140"
"2013/06/05","2.69","3.160","3.170"
"2013/06/07","2.69","3.130","3.120"
"2013/06/10","2.69","3.150","3.150"
"2013/06/11","2.69","3.200","3.170"
"2013/06/12","2.69","3.310","3.240"
"2013/06/13","2.69","3.250","3.190"
"2013/06/14","2.69","3.190","3.130"
"2013/06/17","2.69","3.270","3.180"
"2013/06/18","2.69","3.210","3.130"
"2013/06/19","2.69","3.240","3.180"
"2013/06/20","2.69","3.410","3.320"
"2013/06/21","2.70","3.580","3.400"
"2013/06/24","2.69","3.680","3.480"
"2013/06/25","2.69","3.580","3.380"
"2013/06/26","2.69","3.500","3.360"
"2013/06/27","2.69","3.440","3.370"
"2013/06/28","2.69","3.400","3.310"
"2013/07/01","2.69","3.510","3.440"
"2013/07/02","2.69","3.420","3.390"
"2013/07/03","2.69","3.450","3.400"
"2013/07/04","2.69","3.460","3.390"
"2013/07/05","2.69","3.500","3.410"
"2013/07/08","2.69","3.610","3.460"
"2013/07/09","2.69","3.600","3.450"
"2013/07/10","2.69","3.530","3.400"
"2013/07/11","2.69","3.370","3.300"
"2013/07/12","2.69","3.380","3.330"
"2013/07/15","2.69","3.450","3.360"
"2013/07/16","2.69","3.440","3.360"
"2013/07/17","2.69","3.470","3.370"
"2013/07/18","2.69","3.410","3.330"
"2013/07/19","2.67","3.420","3.330"
"2013/07/22","2.67","3.410","3.340"
"2013/07/23","2.67","3.410","3.360"
"2013/07/24","2.66","3.430","3.370"
"2013/07/25","2.66","3.520","3.410"
"2013/07/26","2.66","3.510","3.390"
"2013/07/29","2.66","3.460","3.340"
"2013/07/30","2.66","3.470","3.350"
"2013/07/31","2.66","3.490","3.360"
"2013/08/01","2.66","3.490","3.350"
"2013/08/02","2.66","3.580","3.390"
"2013/08/05","2.66","3.510","3.340"
"2013/08/06","2.66","3.520","3.340"
"2013/08/07","2.66","3.590","3.360"
"2013/08/08","2.66","3.580","3.330"
"2013/08/09","2.66","3.580","3.310"
"2013/08/12","2.66","3.540","3.300"
"2013/08/13","2.66","3.570","3.320"
"2013/08/14","2.66","3.660","3.360"
"2013/08/16","2.66","3.670","3.350"
"2013/08/19","2.66","3.740","3.370"
"2013/08/20","2.66","3.640","3.320"
"2013/08/21","2.66","3.660","3.340"
"2013/08/22","2.66","3.730","3.360"
"2013/08/23","2.66","3.720","3.330"
"2013/08/26","2.66","3.670","3.310"
"2013/08/27","2.66","3.660","3.310"
"2013/08/28","2.66","3.610","3.300"
"2013/08/29","2.66","3.580","3.280"
"2013/08/30","2.66","3.530","3.250"
"2013/09/02","2.66","3.590","3.290"
"2013/09/03","2.66","3.600","3.300"
"2013/09/04","2.66","3.630","3.310"
"2013/09/05","2.66","3.700","3.370"
"2013/09/06","2.66","3.690","3.370"
"2013/09/09","2.66","3.590","3.330"
"2013/09/10","2.66","3.620","3.360"
"2013/09/11","2.66","3.550","3.330"
"2013/09/12","2.66","3.530","3.310"
"2013/09/13","2.66","3.570","3.330"
"2013/09/16","2.66","3.500","3.270"
"2013/09/17","2.66","3.470","3.250"
"2013/09/23","2.66","3.400","3.210"
"2013/09/24","2.66","3.390","3.230"
"2013/09/25","2.66","3.400","3.250"
"2013/09/26","2.66","3.460","3.270"
"2013/09/27","2.66","3.440","3.250"
"2013/09/30","2.66","3.420","3.240"
"2013/10/01","2.66","3.450","3.260"
"2013/10/02","2.66","3.410","3.240"
"2013/10/04","2.66","3.400","3.240"
"2013/10/07","2.66","3.420","3.250"
"2013/10/08","2.66","3.460","3.260"
"2013/10/10","2.66","3.510","3.280"
"2013/10/11","2.66","3.500","3.270"
"2013/10/14","2.66","3.540","3.290"
"2013/10/15","2.66","3.530","3.290"
"2013/10/16","2.66","3.510","3.280"
"2013/10/17","2.66","3.490","3.260"
"2013/10/18","2.66","3.440","3.240"
"2013/10/21","2.66","3.450","3.260"
"2013/10/22","2.66","3.440","3.250"
"2013/10/23","2.66","3.350","3.210"
"2013/10/24","2.66","3.370","3.220"
"2013/10/25","2.66","3.360","3.220"
"2013/10/28","2.66","3.420","3.248"
"2013/10/29","2.65","3.385","3.227"
"2013/10/30","2.65","3.357","3.219"
"2013/10/31","2.65","3.398","3.244"
"2013/11/01","2.65","3.450","3.270"
"2013/11/04","2.65","3.476","3.295"
"2013/11/05","2.65","3.513","3.319"
"2013/11/06","2.65","3.497","3.319"
"2013/11/07","2.65","3.512","3.331"
"2013/11/08","2.65","3.492","3.318"
"2013/11/11","2.65","3.580","3.387"
"2013/11/12","2.65","3.593","3.393"
"2013/11/13","2.65","3.560","3.374"
"2013/11/14","2.65","3.574","3.372"
"2013/11/15","2.65","3.593","3.372"
"2013/11/18","2.65","3.588","3.368"
"2013/11/19","2.65","3.636","3.386"
"2013/11/20","2.65","3.637","3.388"
"2013/11/21","2.65","3.678","3.406"
"2013/11/22","2.65","3.638","3.376"
"2013/11/25","2.65","3.653","3.394"
"2013/11/26","2.65","3.634","3.384"
"2013/11/27","2.65","3.635","3.392"
"2013/11/28","2.65","3.653","3.406"
"2013/11/29","2.65","3.672","3.427"
"2013/12/02","2.65","3.729","3.454"
"2013/12/03","2.65","3.726","3.452"
"2013/12/04","2.65","3.726","3.437"
"2013/12/05","2.65","3.755","3.438"
"2013/12/06","2.65","3.728","3.427"
"2013/12/09","2.65","3.683","3.400"
"2013/12/10","2.65","3.690","3.401"
"2013/12/11","2.65","3.716","3.418"
"2013/12/12","2.65","3.713","3.416"
"2013/12/13","2.65","3.681","3.372"
"2013/12/16","2.65","3.631","3.332"
"2013/12/17","2.65","3.605","3.300"
"2013/12/18","2.65","3.623","3.324"
"2013/12/19","2.65","3.633","3.321"
"2013/12/20","2.65","3.626","3.307"
"2013/12/23","2.65","3.580","3.306"
"2013/12/24","2.65","3.568","3.310"
"2013/12/26","2.65","3.574","3.309"
"2013/12/27","2.65","3.550","3.261"
"2013/12/30","2.66","3.583","3.286"
"2013/12/31","2.66","3.583","3.286"
"2014/01/02","2.66","3.678","3.339"
"2014/01/03","2.66","3.700","3.346"
"2014/01/06","2.66","3.648","3.288"
"2014/01/07","2.66","3.650","3.288"
"2014/01/08","2.66","3.645","3.282"
"2014/01/09","2.65","3.674","3.322"
"2014/01/10","2.65","3.650","3.342"
"2014/01/13","2.65","3.622","3.321"
"2014/01/14","2.65","3.644","3.338"
"2014/01/15","2.65","3.666","3.339"
"2014/01/16","2.65","3.648","3.320"
"2014/01/17","2.65","3.650","3.322"
"2014/01/20","2.65","3.650","3.331"
"2014/01/21","2.65","3.662","3.335"
"2014/01/22","2.65","3.683","3.345"
"2014/01/23","2.65","3.656","3.328"
"2014/01/24","2.65","3.587","3.288"
"2014/01/27","2.65","3.605","3.310"
"2014/01/28","2.65","3.600","3.299"
"2014/01/29","2.65","3.612","3.302"
"2014/02/03","2.65","3.609","3.303"
"2014/02/04","2.65","3.542","3.273"
"2014/02/05","2.65","3.546","3.278"
"2014/02/06","2.65","3.543","3.274"
"2014/02/07","2.65","3.564","3.281"
"2014/02/10","2.65","3.546","3.271"
"2014/02/11","2.65","3.526","3.266"
"2014/02/12","2.65","3.530","3.267"
"2014/02/13","2.65","3.495","3.263"
"2014/02/14","2.65","3.481","3.267"
"2014/02/17","2.65","3.501","3.277"
"2014/02/18","2.65","3.524","3.286"
"2014/02/19","2.65","3.499","3.279"
"2014/02/20","2.65","3.493","3.280"
"2014/02/21","2.65","3.529","3.303"
"2014/02/24","2.65","3.512","3.298"
"2014/02/25","2.65","3.498","3.288"
"2014/02/26","2.65","3.511","3.288"
"2014/02/27","2.65","3.500","3.276"
"2014/02/28","2.65","3.498","3.279"
"2014/03/03","2.65","3.552","3.322"
"2014/03/04","2.65","3.582","3.340"
"2014/03/05","2.65","3.562","3.326"
"2014/03/06","2.65","3.570","3.326"
"2014/03/07","2.65","3.580","3.325"
"2014/03/10","2.65","3.568","3.313"
"2014/03/11","2.65","3.562","3.310"
"2014/03/12","2.65","3.538","3.294"
"2014/03/13","2.65","3.531","3.294"
"2014/03/14","2.65","3.470","3.256"
"2014/03/17","2.65","3.515","3.277"
"2014/03/18","2.65","3.538","3.270"
"2014/03/19","2.65","3.516","3.260"
"2014/03/20","2.65","3.540","3.295"
"2014/03/21","2.65","3.561","3.312"
"2014/03/24","2.65","3.567","3.317"
"2014/03/25","2.65","3.544","3.308"
"2014/03/26","2.65","3.546","3.312"
"2014/03/27","2.65","3.538","3.308"
"2014/03/28","2.65","3.515","3.299"
"2014/03/31","2.65","3.518","3.300"
"2014/04/01","2.65","3.537","3.302"
"2014/04/02","2.65","3.560","3.309"
"2014/04/03","2.65","3.562","3.310"
"2014/04/04","2.65","3.562","3.313"
"2014/04/07","2.65","3.529","3.299"
"2014/04/08","2.65","3.541","3.303"
"2014/04/09","2.65","3.519","3.284"
"2014/04/10","2.65","3.533","3.291"
"2014/04/11","2.65","3.530","3.288"
"2014/04/14","2.65","3.539","3.302"
"2014/04/15","2.65","3.540","3.307"
"2014/04/16","2.65","3.549","3.317"
"2014/04/17","2.65","3.519","3.300"
"2014/04/18","2.65","3.542","3.310"
"2014/04/21","2.65","3.560","3.314"
"2014/04/22","2.65","3.551","3.308"
"2014/04/23","2.65","3.548","3.309"
